1000, 160356, 0, 0
1000, 80328, 1, 0
2000, 183981, 0, 0
2000, 84725, 1, 0
3000, 189741, 0, 0
3000, 91037, 1, 0
4000, 105543, 0, 0
4000, 38340, 1, 0
5000, 26546, 1, 0
5000, 86957, 0, 0
6000, 87284, 0, 0
6000, 26486, 1, 0
7000, 26561, 1, 0
7000, 87313, 0, 0
8000, 87221, 0, 0
8000, 26529, 1, 0
9000, 89641, 0, 0
9000, 29400, 1, 0
10000, 87886, 0, 0
10000, 28486, 1, 0
11000, 88190, 0, 0
11000, 28419, 1, 0
12000, 87548, 0, 0
12000, 27508, 1, 0
13000, 26694, 1, 0
13000, 86965, 0, 0
14000, 86894, 0, 0
14000, 26652, 1, 0
15000, 87089, 0, 0
15000, 26633, 1, 0
16000, 86961, 0, 0
16000, 26409, 1, 0
17000, 86878, 0, 0
17000, 26519, 1, 0
18000, 87038, 0, 0
18000, 26711, 1, 0
19000, 86907, 0, 0
19000, 26656, 1, 0
20000, 86958, 0, 0
20000, 26643, 1, 0
21000, 26560, 1, 0
21000, 87091, 0, 0
22000, 87080, 0, 0
22000, 26559, 1, 0
23000, 87064, 0, 0
23000, 26625, 1, 0
24000, 86932, 0, 0
24000, 26412, 1, 0
25000, 87182, 0, 0
25000, 26522, 1, 0
26000, 87127, 0, 0
26000, 26435, 1, 0
27000, 26613, 1, 0
27000, 87284, 0, 0
28000, 87888, 0, 0
28000, 27885, 1, 0
29000, 88192, 0, 0
29000, 28280, 1, 0
30000, 88088, 0, 0
30000, 28135, 1, 0
31000, 87136, 0, 0
31000, 26903, 1, 0
32000, 133951, 0, 0
32000, 70065, 1, 0
33000, 91874, 0, 0
33000, 33285, 1, 0
34000, 88433, 0, 0
34000, 28803, 1, 0
35000, 88746, 0, 0
35000, 29679, 1, 0
36000, 87722, 0, 0
36000, 27659, 1, 0
37000, 87965, 0, 0
37000, 27521, 1, 0
38000, 87826, 0, 0
38000, 27513, 1, 0
39000, 87871, 0, 0
39000, 27296, 1, 0
40000, 144776, 0, 0
40000, 78115, 1, 0
41000, 96517, 0, 0
41000, 35266, 1, 0
42000, 26536, 1, 0
42000, 84605, 0, 0
43000, 84018, 0, 0
43000, 26453, 1, 0
44000, 84565, 0, 0
44000, 26644, 1, 0
45000, 83683, 0, 0
45000, 26720, 1, 0
46000, 85988, 0, 0
46000, 26630, 1, 0
47000, 86307, 0, 0
47000, 26491, 1, 0
48000, 83344, 0, 0
48000, 26474, 1, 0
49000, 81299, 0, 0
49000, 26726, 1, 0
50000, 84593, 0, 0
50000, 26517, 1, 0
51000, 86980, 0, 0
51000, 26460, 1, 0
52000, 86799, 0, 0
52000, 26432, 1, 0
53000, 86941, 0, 0
53000, 26430, 1, 0
54000, 86845, 0, 0
54000, 26350, 1, 0
55000, 86769, 0, 0
55000, 26501, 1, 0
56000, 26453, 1, 0
56000, 86964, 0, 0
57000, 87066, 0, 0
57000, 26812, 1, 0
58000, 40768, 1, 0
58000, 102136, 0, 0
59000, 191974, 0, 0
59000, 124865, 1, 0
60000, 124170, 0, 0
60000, 61737, 1, 0
61000, 87982, 0, 0
61000, 28336, 1, 0
62000, 87130, 0, 0
62001, 26600, 1, 0
63000, 86849, 0, 0
63000, 26622, 1, 0
64000, 86948, 0, 0
64000, 26434, 1, 0
65000, 87008, 0, 0
65000, 26625, 1, 0
66000, 88284, 0, 0
66000, 28981, 1, 0
67000, 28930, 1, 0
67000, 88557, 0, 0
68000, 87284, 0, 0
68000, 27092, 1, 0
69000, 87332, 0, 0
69000, 27150, 1, 0
70000, 28658, 1, 0
70000, 88993, 0, 0
71000, 46002, 1, 0
71000, 105621, 0, 0
72000, 99530, 0, 0
72000, 38469, 1, 0
73000, 88308, 0, 0
73000, 28502, 1, 0
74000, 28597, 1, 0
74000, 88190, 0, 0
75000, 87269, 0, 0
75000, 26880, 1, 0
76000, 87038, 0, 0
76000, 26923, 1, 0
77000, 85644, 0, 0
77000, 25676, 1, 0
78000, 78980, 0, 0
78000, 20688, 1, 0
79000, 79584, 0, 0
79000, 22254, 1, 0
80000, 79618, 0, 0
80000, 22262, 1, 0
81000, 79292, 0, 0
81000, 21538, 1, 0
82000, 78755, 0, 0
82000, 20317, 1, 0
83000, 20271, 1, 0
83000, 78463, 0, 0
84000, 78560, 0, 0
84000, 20327, 1, 0
85000, 78594, 0, 0
85000, 20289, 1, 0
86000, 78471, 0, 0
86000, 20286, 1, 0
87000, 78507, 0, 0
87000, 20290, 1, 0
88000, 78678, 0, 0
88000, 20324, 1, 0
89000, 78693, 0, 0
89000, 20317, 1, 0
90000, 78693, 0, 0
90000, 20293, 1, 0
91000, 78661, 0, 0
91000, 20283, 1, 0
92000, 79178, 0, 0
92000, 21218, 1, 0
93000, 79545, 0, 0
93000, 22242, 1, 0
94000, 79611, 0, 0
94000, 22232, 1, 0
95000, 79022, 0, 0
95000, 21315, 1, 0
96000, 78607, 0, 0
96000, 20287, 1, 0
97000, 20399, 1, 0
97000, 78634, 0, 0
98000, 78642, 0, 0
98000, 20334, 1, 0
99000, 78658, 0, 0
99000, 20313, 1, 0
100000, 78806, 0, 0
100000, 20357, 1, 0
101000, 78550, 0, 0
101000, 20304, 1, 0
102000, 20307, 1, 0
102000, 78532, 0, 0
103000, 78714, 0, 0
103000, 20348, 1, 0
104000, 78615, 0, 0
104000, 20326, 1, 0
105000, 79061, 0, 0
105000, 21385, 1, 0
106000, 79559, 0, 0
106000, 22113, 1, 0
107000, 78626, 0, 0
107000, 20409, 1, 0
108000, 20321, 1, 0
108000, 78742, 0, 0
109000, 78584, 0, 0
109000, 20319, 1, 0
110000, 78580, 0, 0
110000, 20451, 1, 0
111000, 78996, 0, 0
111000, 20347, 1, 0
112000, 78520, 0, 0
112000, 20339, 1, 0
113000, 79296, 0, 0
113000, 21326, 1, 0
114000, 79289, 0, 0
114000, 21862, 1, 0
115000, 78810, 0, 0
115000, 20312, 1, 0
116000, 78434, 0, 0
116000, 20328, 1, 0
117000, 78589, 0, 0
117000, 20362, 1, 0
118000, 78882, 0, 0
118000, 20470, 1, 0
119000, 78551, 0, 0
119000, 20374, 1, 0
120000, 78836, 0, 0
120000, 20447, 1, 0
121000, 79488, 0, 0
121000, 22193, 1, 0
122000, 79224, 0, 0
122000, 21350, 1, 0
123000, 78536, 0, 0
123000, 20315, 1, 0
124000, 78760, 0, 0
124000, 20289, 1, 0
125000, 78663, 0, 0
125000, 20296, 1, 0
126000, 78582, 0, 0
126000, 20287, 1, 0
127000, 78677, 0, 0
127000, 20318, 1, 0
128000, 78613, 0, 0
128000, 20334, 1, 0
129000, 78538, 0, 0
129000, 20300, 1, 0
130000, 78715, 0, 0
130000, 20292, 1, 0
131000, 78532, 0, 0
131000, 20328, 1, 0
132000, 78582, 0, 0
132000, 20281, 1, 0
133000, 78667, 0, 0
133000, 20323, 1, 0
134000, 78636, 0, 0
134000, 20262, 1, 0
135000, 22021, 1, 0
135000, 79576, 0, 0
136000, 142413, 0, 0
136000, 78579, 1, 0
137000, 149642, 0, 0
137002, 90315, 1, 0
138000, 114451, 1, 0
138000, 168328, 0, 0
139000, 116877, 0, 0
139000, 52632, 1, 0
140000, 78747, 0, 0
140000, 20548, 1, 0
141000, 78754, 0, 0
141000, 20336, 1, 0
142000, 78816, 0, 0
142000, 20297, 1, 0
143000, 78763, 0, 0
143000, 20345, 1, 0
144000, 78739, 0, 0
144000, 20335, 1, 0
145000, 78697, 0, 0
145000, 20334, 1, 0
146000, 20329, 1, 0
146000, 78791, 0, 0
147000, 20318, 1, 0
147000, 78682, 0, 0
148000, 77926, 0, 0
148000, 20351, 1, 0
149000, 20263, 1, 0
149000, 75745, 0, 0
150000, 76472, 0, 0
150000, 20310, 1, 0
151000, 75747, 0, 0
151000, 20290, 1, 0
152000, 77437, 0, 0
152000, 20318, 1, 0
153000, 78073, 0, 0
153000, 20320, 1, 0
154000, 75111, 0, 0
154000, 20310, 1, 0
155000, 74780, 0, 0
155000, 21691, 1, 0
156000, 78381, 0, 0
156000, 22142, 1, 0
157000, 79250, 0, 0
157000, 21684, 1, 0
158000, 78748, 0, 0
158000, 20384, 1, 0
159000, 20366, 1, 0
159000, 78754, 0, 0
160000, 78503, 0, 0
160000, 20415, 1, 0
161000, 78544, 0, 0
161000, 20328, 1, 0
162000, 20404, 1, 0
162000, 78752, 0, 0
163000, 78758, 0, 0
163000, 20494, 1, 0
164000, 78971, 0, 0
164000, 20799, 1, 0
165000, 79393, 0, 0
165000, 21648, 1, 0
166000, 82276, 0, 0
166000, 24683, 1, 0
167000, 79675, 0, 0
167000, 22290, 1, 0
168000, 79599, 0, 0
168000, 22139, 1, 0
169000, 21502, 1, 0
169000, 79188, 0, 0
170000, 21433, 1, 0
170000, 79393, 0, 0
171000, 78683, 0, 0
171000, 20319, 1, 0
172000, 79525, 0, 0
172000, 21956, 1, 0
173000, 78934, 0, 0
173000, 20842, 1, 0
174000, 78589, 0, 0
174000, 20300, 1, 0
175000, 78620, 0, 0
175000, 20358, 1, 0
176000, 78636, 0, 0
176000, 20320, 1, 0
177000, 20351, 1, 0
177000, 78659, 0, 0
178000, 78511, 0, 0
178000, 20345, 1, 0
179000, 78643, 0, 0
179000, 20341, 1, 0
180000, 78910, 0, 0
180000, 21024, 1, 0
181000, 84960, 0, 0
181000, 26000, 1, 0
182000, 78965, 0, 0
182000, 20775, 1, 0
183000, 78963, 0, 0
183000, 20746, 1, 0
184000, 78652, 0, 0
184000, 20502, 1, 0
185000, 20175, 1, 0
185000, 78491, 0, 0
