1000, 3554, 0, 0
1000, 1587, 1, 0
2000, 4186, 0, 0
2000, 1748, 1, 0
3000, 3640, 0, 0
3000, 1545, 1, 0
4000, 3682, 0, 0
4000, 1527, 1, 0
5001, 3717, 0, 0
5001, 1578, 1, 0
6000, 3602, 0, 0
6000, 1574, 1, 0
7001, 3777, 0, 0
7001, 1619, 1, 0
8000, 4723, 0, 0
8000, 1989, 1, 0
9000, 3586, 0, 0
9000, 1590, 1, 0
10000, 6455, 0, 0
10000, 2738, 1, 0
11000, 7258, 0, 0
11000, 3110, 1, 0
12000, 6341, 0, 0
12000, 2764, 1, 0
13000, 3612, 0, 0
13000, 1461, 1, 0
14000, 4383, 0, 0
14000, 1766, 1, 0
15000, 3758, 0, 0
15000, 1577, 1, 0
16000, 3762, 0, 0
16000, 1627, 1, 0
17000, 3805, 0, 0
17000, 1703, 1, 0
18000, 3631, 0, 0
18000, 1529, 1, 0
19000, 3558, 0, 0
19000, 1609, 1, 0
20000, 3446, 0, 0
20000, 1494, 1, 0
21000, 3593, 0, 0
21000, 1516, 1, 0
22000, 3493, 0, 0
22000, 1478, 1, 0
23000, 3475, 0, 0
23000, 1495, 1, 0
24001, 4980, 0, 0
24001, 2025, 1, 0
25000, 3862, 0, 0
25000, 1667, 1, 0
26000, 5928, 0, 0
26000, 2642, 1, 0
27000, 4200, 0, 0
27000, 1781, 1, 0
28000, 3867, 0, 0
28000, 1634, 1, 0
29000, 3571, 0, 0
29000, 1562, 1, 0
30000, 3387, 0, 0
30000, 1500, 1, 0
31000, 3629, 0, 0
31000, 1496, 1, 0
32000, 3560, 0, 0
32000, 1464, 1, 0
33000, 3517, 0, 0
33000, 1544, 1, 0
34000, 3397, 0, 0
34000, 1530, 1, 0
35000, 3387, 0, 0
35000, 1433, 1, 0
36000, 4214, 0, 0
36000, 1779, 1, 0
37000, 3895, 0, 0
37000, 1662, 1, 0
38000, 3619, 0, 0
38000, 1569, 1, 0
39000, 3643, 0, 0
39000, 1570, 1, 0
40001, 3639, 0, 0
40001, 1597, 1, 0
41000, 3742, 0, 0
41000, 1616, 1, 0
42000, 3590, 0, 0
42000, 1604, 1, 0
43000, 3552, 0, 0
43000, 1537, 1, 0
44000, 3695, 0, 0
44000, 1635, 1, 0
45000, 7115, 0, 0
45000, 3085, 1, 0
46000, 7676, 0, 0
46000, 3219, 1, 0
47000, 5865, 0, 0
47000, 2624, 1, 0
48000, 3578, 0, 0
48000, 1639, 1, 0
49000, 4286, 0, 0
49000, 1800, 1, 0
50000, 3813, 0, 0
50000, 1688, 1, 0
51000, 3489, 0, 0
51000, 1521, 1, 0
52000, 3784, 0, 0
52000, 1611, 1, 0
53000, 3496, 0, 0
53000, 1534, 1, 0
54000, 3749, 0, 0
54000, 1575, 1, 0
55000, 3759, 0, 0
55000, 1575, 1, 0
56000, 5021, 0, 0
56000, 2072, 1, 0
57000, 3531, 0, 0
57000, 1536, 1, 0
58000, 4739, 0, 0
58000, 2015, 1, 0
59000, 7174, 0, 0
59000, 3007, 1, 0
60000, 3731, 0, 0
60000, 1615, 1, 0
61000, 3521, 0, 0
61000, 1535, 1, 0
62000, 3522, 0, 0
62000, 1567, 1, 0
63000, 3799, 0, 0
63000, 1619, 1, 0
64000, 9330, 0, 0
64000, 4034, 1, 0
65000, 3296, 0, 0
65000, 1413, 1, 0
66000, 3635, 0, 0
66000, 1596, 1, 0
67000, 3573, 0, 0
67000, 1536, 1, 0
68000, 3521, 0, 0
68000, 1616, 1, 0
69000, 4505, 0, 0
69000, 1848, 1, 0
70000, 3428, 0, 0
70000, 1446, 1, 0
71000, 3929, 0, 0
71000, 1699, 1, 0
72000, 10513, 0, 0
72000, 4468, 1, 0
73000, 3587, 0, 0
73000, 1446, 1, 0
74000, 3381, 0, 0
74000, 1532, 1, 0
75001, 3538, 0, 0
75001, 1525, 1, 0
76000, 3627, 0, 0
76000, 1514, 1, 0
77000, 3558, 0, 0
77000, 1526, 1, 0
78000, 4356, 0, 0
78000, 1869, 1, 0
79000, 5292, 0, 0
79000, 2365, 1, 0
80000, 3751, 0, 0
80000, 1671, 1, 0
81000, 3447, 0, 0
81000, 1545, 1, 0
82000, 4057, 0, 0
82000, 1779, 1, 0
83000, 3933, 0, 0
83000, 1712, 1, 0
84000, 3619, 0, 0
84000, 1491, 1, 0
85000, 8628, 0, 0
85000, 3700, 1, 0
86001, 3587, 0, 0
86001, 1577, 1, 0
87000, 3589, 0, 0
87000, 1514, 1, 0
88000, 3437, 0, 0
88000, 1613, 1, 0
89000, 3895, 0, 0
89000, 1600, 1, 0
90000, 3498, 0, 0
90000, 1516, 1, 0
91000, 3805, 0, 0
91000, 1582, 1, 0
92000, 3765, 0, 0
92000, 1515, 1, 0
93000, 3821, 0, 0
93000, 1619, 1, 0
94000, 3775, 0, 0
94000, 1649, 1, 0
95000, 3597, 0, 0
95000, 1522, 1, 0
96000, 3611, 0, 0
