1001, 16969, 0, 0, 0
1001, 7198, 1, 0, 0
2000, 17488, 0, 0, 0
2000, 7555, 1, 0, 0
3000, 16512, 0, 0, 0
3000, 7123, 1, 0, 0
4000, 17144, 0, 0, 0
4000, 7105, 1, 0, 0
5000, 16694, 0, 0, 0
5000, 7286, 1, 0, 0
6000, 17226, 0, 0, 0
6000, 7260, 1, 0, 0
7000, 17248, 0, 0, 0
7000, 7452, 1, 0, 0
8000, 17024, 0, 0, 0
8000, 7282, 1, 0, 0
9000, 17176, 0, 0, 0
9000, 7380, 1, 0, 0
10000, 16362, 0, 0, 0
10000, 7153, 1, 0, 0
11000, 16208, 0, 0, 0
11000, 7135, 1, 0, 0
12000, 15982, 0, 0, 0
12000, 6897, 1, 0, 0
13000, 16600, 0, 0, 0
13000, 7210, 1, 0, 0
14000, 16523, 0, 0, 0
14000, 6955, 1, 0, 0
15000, 17656, 0, 0, 0
15000, 7522, 1, 0, 0
16000, 16994, 0, 0, 0
16000, 7358, 1, 0, 0
17000, 16647, 0, 0, 0
17000, 7266, 1, 0, 0
18000, 16333, 0, 0, 0
18000, 6878, 1, 0, 0
19001, 16408, 0, 0, 0
19001, 7042, 1, 0, 0
20000, 17298, 0, 0, 0
20000, 7539, 1, 0, 0
21000, 16785, 0, 0, 0
21000, 7278, 1, 0, 0
22000, 17770, 0, 0, 0
22000, 7680, 1, 0, 0
23000, 16267, 0, 0, 0
23000, 6900, 1, 0, 0
24000, 16460, 0, 0, 0
24000, 7010, 1, 0, 0
25000, 15950, 0, 0, 0
25000, 6792, 1, 0, 0
26000, 16722, 0, 0, 0
26000, 7045, 1, 0, 0
27000, 17648, 0, 0, 0
27000, 7496, 1, 0, 0
28001, 16562, 0, 0, 0
28001, 7149, 1, 0, 0
29000, 17649, 0, 0, 0
29000, 7482, 1, 0, 0
30000, 17320, 0, 0, 0
30000, 7610, 1, 0, 0
31000, 17439, 0, 0, 0
31000, 7454, 1, 0, 0
32000, 16276, 0, 0, 0
32000, 6972, 1, 0, 0
33000, 16569, 0, 0, 0
33000, 7355, 1, 0, 0
34000, 16906, 0, 0, 0
34000, 7256, 1, 0, 0
35000, 17020, 0, 0, 0
35000, 7314, 1, 0, 0
36000, 16453, 0, 0, 0
36000, 6973, 1, 0, 0
37000, 16292, 0, 0, 0
37000, 6989, 1, 0, 0
38000, 17473, 0, 0, 0
38000, 7220, 1, 0, 0
39000, 16375, 0, 0, 0
39000, 7040, 1, 0, 0
40001, 17142, 0, 0, 0
40001, 7295, 1, 0, 0
41000, 16086, 0, 0, 0
41000, 6913, 1, 0, 0
42000, 16882, 0, 0, 0
42000, 7273, 1, 0, 0
43000, 17270, 0, 0, 0
43000, 7225, 1, 0, 0
44000, 17035, 0, 0, 0
44000, 7365, 1, 0, 0
45000, 17204, 0, 0, 0
45000, 7262, 1, 0, 0
46000, 16863, 0, 0, 0
46000, 7245, 1, 0, 0
47000, 16918, 0, 0, 0
47000, 7257, 1, 0, 0
48000, 15806, 0, 0, 0
48000, 6744, 1, 0, 0
49000, 16069, 0, 0, 0
49000, 6937, 1, 0, 0
50000, 15841, 0, 0, 0
50000, 6794, 1, 0, 0
51000, 17251, 0, 0, 0
51000, 7428, 1, 0, 0
52001, 16082, 0, 0, 0
52001, 6802, 1, 0, 0
53000, 15585, 0, 0, 0
53000, 6860, 1, 0, 0
54000, 16093, 0, 0, 0
54000, 6922, 1, 0, 0
55000, 15701, 0, 0, 0
55000, 6795, 1, 0, 0
56000, 15828, 0, 0, 0
56000, 6733, 1, 0, 0
57001, 16173, 0, 0, 0
57001, 6953, 1, 0, 0
58000, 15785, 0, 0, 0
58000, 6759, 1, 0, 0
59000, 16832, 0, 0, 0
59000, 7051, 1, 0, 0
60000, 16912, 0, 0, 0
60000, 7194, 1, 0, 0
61000, 16536, 0, 0, 0
61000, 7036, 1, 0, 0
62001, 16706, 0, 0, 0
62001, 7129, 1, 0, 0
63000, 16523, 0, 0, 0
63000, 6972, 1, 0, 0
64000, 16748, 0, 0, 0
64000, 7232, 1, 0, 0
65000, 15902, 0, 0, 0
65000, 6928, 1, 0, 0
66000, 16238, 0, 0, 0
66000, 6973, 1, 0, 0
67000, 16087, 0, 0, 0
67000, 6925, 1, 0, 0
68000, 17043, 0, 0, 0
68000, 7327, 1, 0, 0
69000, 16699, 0, 0, 0
