1000, 51966, 0, 0, 0
1000, 14560, 1, 0, 0
2000, 50817, 0, 0, 0
2000, 14088, 1, 0, 0
3000, 54226, 0, 0, 0
3000, 14056, 1, 0, 0
4000, 13716, 1, 0, 0
4000, 52404, 0, 0, 0
5000, 53651, 0, 0, 0
5000, 13752, 1, 0, 0
6000, 52174, 0, 0, 0
6000, 13389, 1, 0, 0
7000, 52211, 0, 0, 0
7000, 12810, 1, 0, 0
8000, 52693, 0, 0, 0
8000, 13517, 1, 0, 0
9000, 52174, 0, 0, 0
9000, 13445, 1, 0, 0
10000, 54549, 0, 0, 0
10000, 14376, 1, 0, 0
11000, 54724, 0, 0, 0
11000, 15165, 1, 0, 0
12000, 15211, 1, 0, 0
12000, 55699, 0, 0, 0
13000, 14592, 1, 0, 0
13000, 53612, 0, 0, 0
14000, 54278, 0, 0, 0
14000, 14133, 1, 0, 0
15000, 12481, 1, 0, 0
15000, 51085, 0, 0, 0
16000, 52940, 0, 0, 0
16000, 13035, 1, 0, 0
17000, 53683, 0, 0, 0
17000, 14016, 1, 0, 0
18000, 54588, 0, 0, 0
18000, 15035, 1, 0, 0
19000, 54508, 0, 0, 0
19000, 14325, 1, 0, 0
20000, 13056, 1, 0, 0
20000, 51876, 0, 0, 0
21000, 53490, 0, 0, 0
21000, 13364, 1, 0, 0
22000, 50825, 0, 0, 0
22000, 12070, 1, 0, 0
23000, 55094, 0, 0, 0
23000, 14338, 1, 0, 0
24000, 54129, 0, 0, 0
24000, 14866, 1, 0, 0
25000, 55678, 0, 0, 0
25000, 15626, 1, 0, 0
26000, 53671, 0, 0, 0
26000, 13923, 1, 0, 0
27000, 51161, 0, 0, 0
27000, 12396, 1, 0, 0
28000, 54126, 0, 0, 0
28000, 13807, 1, 0, 0
29000, 51158, 0, 0, 0
29000, 12434, 1, 0, 0
30000, 52059, 0, 0, 0
30000, 12358, 1, 0, 0
31000, 51576, 0, 0, 0
31000, 12903, 1, 0, 0
32000, 54942, 0, 0, 0
32000, 14515, 1, 0, 0
33000, 53774, 0, 0, 0
33000, 14230, 1, 0, 0
34000, 52919, 0, 0, 0
34000, 13946, 1, 0, 0
35000, 52811, 0, 0, 0
35000, 13289, 1, 0, 0
36000, 54194, 0, 0, 0
36000, 14831, 1, 0, 0
37000, 54830, 0, 0, 0
37000, 14620, 1, 0, 0
38000, 51694, 0, 0, 0
38000, 12821, 1, 0, 0
39000, 54655, 0, 0, 0
39000, 14239, 1, 0, 0
40000, 52352, 0, 0, 0
40000, 13465, 1, 0, 0
41000, 55280, 0, 0, 0
41000, 15231, 1, 0, 0
42000, 53071, 0, 0, 0
42000, 13659, 1, 0, 0
43000, 13277, 1, 0, 0
43000, 52126, 0, 0, 0
44000, 52752, 0, 0, 0
44000, 13224, 1, 0, 0
45000, 52203, 0, 0, 0
45000, 13421, 1, 0, 0
46000, 53281, 0, 0, 0
46000, 13423, 1, 0, 0
47000, 52826, 0, 0, 0
47000, 13992, 1, 0, 0
48000, 56436, 0, 0, 0
48000, 15274, 1, 0, 0
49000, 55300, 0, 0, 0
49000, 15413, 1, 0, 0
50000, 55775, 0, 0, 0
50000, 16390, 1, 0, 0
51000, 52261, 0, 0, 0
51000, 12758, 1, 0, 0
52000, 15661, 1, 0, 0
52000, 55204, 0, 0, 0
53000, 56749, 0, 0, 0
53000, 16084, 1, 0, 0
54000, 55121, 0, 0, 0
54000, 15598, 1, 0, 0
55000, 15930, 1, 0, 0
55000, 56477, 0, 0, 0
56000, 55887, 0, 0, 0
56000, 16353, 1, 0, 0
57000, 54882, 0, 0, 0
57000, 15364, 1, 0, 0
58000, 56341, 0, 0, 0
58000, 15577, 1, 0, 0
59000, 53227, 0, 0, 0
59000, 14105, 1, 0, 0
60000, 53311, 0, 0, 0
60000, 13067, 1, 0, 0
61000, 53938, 0, 0, 0
61000, 14604, 1, 0, 0
62000, 53690, 0, 0, 0
62000, 13813, 1, 0, 0
63000, 53991, 0, 0, 0
63000, 14782, 1, 0, 0
64000, 53405, 0, 0, 0
64000, 13950, 1, 0, 0
65000, 15351, 1, 0, 0
65000, 55875, 0, 0, 0
66000, 54798, 0, 0, 0
66000, 15049, 1, 0, 0
67000, 55531, 0, 0, 0
67000, 14677, 1, 0, 0
68000, 52579, 0, 0, 0
68000, 13620, 1, 0, 0
69000, 53721, 0, 0, 0
69000, 13615, 1, 0, 0
70000, 54575, 0, 0, 0
70000, 14701, 1, 0, 0
71000, 55223, 0, 0, 0
71000, 15390, 1, 0, 0
72000, 53686, 0, 0, 0
72000, 13647, 1, 0, 0
73000, 56010, 0, 0, 0
73000, 16049, 1, 0, 0
74000, 56021, 0, 0, 0
74000, 15024, 1, 0, 0
75000, 55099, 0, 0, 0
75000, 15175, 1, 0, 0
76000, 55783, 0, 0, 0
76000, 15326, 1, 0, 0
77000, 54281, 0, 0, 0
77000, 14556, 1, 0, 0
78000, 52550, 0, 0, 0
78000, 13357, 1, 0, 0
79000, 55048, 0, 0, 0
79000, 14701, 1, 0, 0
80000, 54222, 0, 0, 0
80000, 14623, 1, 0, 0
81000, 54895, 0, 0, 0
81000, 14501, 1, 0, 0
82000, 53697, 0, 0, 0
82000, 14101, 1, 0, 0
83000, 53857, 0, 0, 0
83000, 13747, 1, 0, 0
84000, 54645, 0, 0, 0
84000, 14801, 1, 0, 0
85000, 55563, 0, 0, 0
85000, 15532, 1, 0, 0
86000, 53776, 0, 0, 0
86000, 13514, 1, 0, 0
87000, 54401, 0, 0, 0
87000, 14916, 1, 0, 0
88000, 55825, 0, 0, 0
88000, 15068, 1, 0, 0
89000, 53560, 0, 0, 0
89000, 14055, 1, 0, 0
90000, 53677, 0, 0, 0
90000, 13302, 1, 0, 0
91000, 52422, 0, 0, 0
91000, 13399, 1, 0, 0
92000, 51743, 0, 0, 0
92000, 12750, 1, 0, 0
93000, 14038, 1, 0, 0
93000, 54531, 0, 0, 0
94000, 55316, 0, 0, 0
94000, 15437, 1, 0, 0
95000, 15614, 1, 0, 0
95000, 56747, 0, 0, 0
96000, 55522, 0, 0, 0
96000, 15701, 1, 0, 0
97000, 57125, 0, 0, 0
97000, 15804, 1, 0, 0
98000, 54318, 0, 0, 0
98000, 14890, 1, 0, 0
99000, 53844, 0, 0, 0
99000, 14434, 1, 0, 0
100000, 53085, 0, 0, 0
100000, 13016, 1, 0, 0
101000, 51193, 0, 0, 0
101000, 12285, 1, 0, 0
102000, 54114, 0, 0, 0
102000, 13946, 1, 0, 0
103000, 55180, 0, 0, 0
103000, 15417, 1, 0, 0
104000, 55985, 0, 0, 0
104000, 14788, 1, 0, 0
105000, 50884, 0, 0, 0
105000, 12045, 1, 0, 0
106000, 53362, 0, 0, 0
106000, 13507, 1, 0, 0
107000, 53274, 0, 0, 0
107000, 13750, 1, 0, 0
108000, 52212, 0, 0, 0
108000, 13090, 1, 0, 0
109000, 52862, 0, 0, 0
109000, 13012, 1, 0, 0
110000, 52774, 0, 0, 0
110000, 13385, 1, 0, 0
111000, 53941, 0, 0, 0
111000, 13536, 1, 0, 0
112000, 54332, 0, 0, 0
112000, 14800, 1, 0, 0
113000, 55981, 0, 0, 0
113000, 15323, 1, 0, 0
114000, 54533, 0, 0, 0
114000, 14865, 1, 0, 0
115000, 51665, 0, 0, 0
115000, 12994, 1, 0, 0
116000, 52907, 0, 0, 0
116000, 12959, 1, 0, 0
117000, 52888, 0, 0, 0
117000, 13853, 1, 0, 0
118000, 54578, 0, 0, 0
118000, 14291, 1, 0, 0
119000, 53618, 0, 0, 0
119000, 14524, 1, 0, 0
120000, 53618, 0, 0, 0
120000, 13779, 1, 0, 0
121000, 51841, 0, 0, 0
121000, 12866, 1, 0, 0
122000, 53502, 0, 0, 0
122000, 13572, 1, 0, 0
123000, 53327, 0, 0, 0
123000, 14418, 1, 0, 0
124000, 53502, 0, 0, 0
124000, 14424, 1, 0, 0
125000, 53164, 0, 0, 0
125000, 13030, 1, 0, 0
126000, 53619, 0, 0, 0
126000, 14125, 1, 0, 0
127000, 56508, 0, 0, 0
127000, 15521, 1, 0, 0
128000, 53185, 0, 0, 0
128000, 14055, 1, 0, 0
129000, 53455, 0, 0, 0
129000, 13327, 1, 0, 0
130000, 54196, 0, 0, 0
130000, 14618, 1, 0, 0
131000, 53430, 0, 0, 0
131000, 13727, 1, 0, 0
132000, 55872, 0, 0, 0
132000, 14885, 1, 0, 0
133000, 54842, 0, 0, 0
133000, 15062, 1, 0, 0
134000, 13993, 1, 0, 0
134000, 54499, 0, 0, 0
135000, 54792, 0, 0, 0
135000, 14863, 1, 0, 0
136000, 55503, 0, 0, 0
136000, 14693, 1, 0, 0
137000, 53863, 0, 0, 0
137000, 14339, 1, 0, 0
138000, 54634, 0, 0, 0
138000, 14751, 1, 0, 0
139000, 53884, 0, 0, 0
139000, 13543, 1, 0, 0
140000, 54464, 0, 0, 0
140000, 14673, 1, 0, 0
141000, 56251, 0, 0, 0
141000, 15316, 1, 0, 0
142000, 55049, 0, 0, 0
142000, 15181, 1, 0, 0
143000, 53705, 0, 0, 0
143000, 13737, 1, 0, 0
144000, 55156, 0, 0, 0
144000, 15374, 1, 0, 0
145000, 56474, 0, 0, 0
145000, 16650, 1, 0, 0
146000, 14500, 1, 0, 0
146000, 54707, 0, 0, 0
147000, 53169, 0, 0, 0
147000, 13797, 1, 0, 0
148000, 55742, 0, 0, 0
148000, 15318, 1, 0, 0
149000, 55735, 0, 0, 0
149000, 15752, 1, 0, 0
150000, 56187, 0, 0, 0
150000, 15322, 1, 0, 0
151000, 60037, 0, 0, 0
151000, 14006, 1, 0, 0
152000, 51227, 0, 0, 0
152000, 14436, 1, 0, 0
153000, 55370, 0, 0, 0
153000, 14888, 1, 0, 0
154000, 54576, 0, 0, 0
154000, 15055, 1, 0, 0
155000, 53129, 0, 0, 0
155000, 13316, 1, 0, 0
156000, 53735, 0, 0, 0
156000, 14483, 1, 0, 0
157000, 53793, 0, 0, 0
157000, 13688, 1, 0, 0
158000, 54181, 0, 0, 0
158000, 14507, 1, 0, 0
159000, 52658, 0, 0, 0
159000, 13838, 1, 0, 0
160000, 54072, 0, 0, 0
160000, 14185, 1, 0, 0
161000, 52528, 0, 0, 0
161000, 13721, 1, 0, 0
162000, 53267, 0, 0, 0
162000, 13706, 1, 0, 0
163000, 53632, 0, 0, 0
163000, 14408, 1, 0, 0
164000, 53719, 0, 0, 0
164000, 13755, 1, 0, 0
165000, 52000, 0, 0, 0
165000, 13369, 1, 0, 0
166000, 53283, 0, 0, 0
166000, 14271, 1, 0, 0
167000, 54667, 0, 0, 0
167000, 14590, 1, 0, 0
168000, 54583, 0, 0, 0
168000, 15099, 1, 0, 0
169000, 14666, 1, 0, 0
169000, 55286, 0, 0, 0
170000, 54747, 0, 0, 0
170000, 15127, 1, 0, 0
171000, 14164, 1, 0, 0
171000, 54178, 0, 0, 0
172000, 53602, 0, 0, 0
172000, 14334, 1, 0, 0
173000, 54369, 0, 0, 0
173000, 14973, 1, 0, 0
174000, 54791, 0, 0, 0
174000, 14498, 1, 0, 0
175000, 13643, 1, 0, 0
175000, 52811, 0, 0, 0
176000, 56602, 0, 0, 0
176000, 15579, 1, 0, 0
177000, 53201, 0, 0, 0
177000, 14204, 1, 0, 0
178000, 55855, 0, 0, 0
178000, 15361, 1, 0, 0
179000, 52485, 0, 0, 0
179000, 13404, 1, 0, 0
180000, 54798, 0, 0, 0
180000, 15174, 1, 0, 0
181000, 53760, 0, 0, 0
181000, 13664, 1, 0, 0
182000, 54276, 0, 0, 0
182000, 14801, 1, 0, 0
183000, 54756, 0, 0, 0
183000, 14135, 1, 0, 0
184000, 53462, 0, 0, 0
184000, 14245, 1, 0, 0
185000, 54510, 0, 0, 0
185000, 14379, 1, 0, 0
186000, 52800, 0, 0, 0
186000, 13980, 1, 0, 0
187000, 52147, 0, 0, 0
187000, 12978, 1, 0, 0
188000, 53758, 0, 0, 0
188000, 14572, 1, 0, 0
189000, 51944, 0, 0, 0
189000, 13128, 1, 0, 0
190000, 53447, 0, 0, 0
190000, 13525, 1, 0, 0
191000, 50729, 0, 0, 0
191000, 12132, 1, 0, 0
192000, 53545, 0, 0, 0
192000, 13476, 1, 0, 0
193000, 52281, 0, 0, 0
193000, 13300, 1, 0, 0
194000, 53879, 0, 0, 0
194000, 13768, 1, 0, 0
195000, 55316, 0, 0, 0
195000, 15313, 1, 0, 0
196000, 13795, 1, 0, 0
196000, 53923, 0, 0, 0
197000, 53399, 0, 0, 0
197000, 13814, 1, 0, 0
198000, 54114, 0, 0, 0
198000, 14573, 1, 0, 0
199000, 51464, 0, 0, 0
199000, 11995, 1, 0, 0
200000, 50108, 0, 0, 0
200000, 13034, 1, 0, 0
201000, 52126, 0, 0, 0
201000, 14097, 1, 0, 0
202000, 14783, 1, 0, 0
202000, 51425, 0, 0, 0
203000, 14316, 1, 0, 0
203000, 52152, 0, 0, 0
204000, 52494, 0, 0, 0
204000, 15192, 1, 0, 0
205000, 50891, 0, 0, 0
205000, 12964, 1, 0, 0
206000, 53148, 0, 0, 0
206000, 15188, 1, 0, 0
207000, 51845, 0, 0, 0
207000, 14451, 1, 0, 0
208000, 50212, 0, 0, 0
208000, 12911, 1, 0, 0
209000, 51477, 0, 0, 0
209000, 14507, 1, 0, 0
210000, 51644, 0, 0, 0
210000, 13842, 1, 0, 0
211000, 51103, 0, 0, 0
211000, 14252, 1, 0, 0
212000, 54265, 0, 0, 0
212000, 15670, 1, 0, 0
213000, 14159, 1, 0, 0
213000, 50938, 0, 0, 0
214000, 52943, 0, 0, 0
214000, 14825, 1, 0, 0
215000, 50521, 0, 0, 0
215000, 13672, 1, 0, 0
216000, 50093, 0, 0, 0
216000, 12619, 1, 0, 0
217000, 14849, 1, 0, 0
217000, 51924, 0, 0, 0
218000, 52698, 0, 0, 0
218000, 15210, 1, 0, 0
219000, 52618, 0, 0, 0
219000, 14500, 1, 0, 0
220000, 51042, 0, 0, 0
220000, 14043, 1, 0, 0
221000, 53827, 0, 0, 0
221000, 15512, 1, 0, 0
222000, 14867, 1, 0, 0
222000, 52177, 0, 0, 0
223000, 52565, 0, 0, 0
223000, 14837, 1, 0, 0
224000, 51114, 0, 0, 0
224000, 14202, 1, 0, 0
225000, 52407, 0, 0, 0
225000, 14251, 1, 0, 0
226000, 52416, 0, 0, 0
226000, 14962, 1, 0, 0
227000, 52748, 0, 0, 0
227000, 15335, 1, 0, 0
228000, 53546, 0, 0, 0
228000, 15248, 1, 0, 0
229000, 50639, 0, 0, 0
229000, 14073, 1, 0, 0
230000, 13122, 1, 0, 0
230000, 50401, 0, 0, 0
231000, 51242, 0, 0, 0
231000, 14241, 1, 0, 0
232000, 52380, 0, 0, 0
232000, 14589, 1, 0, 0
233000, 51962, 0, 0, 0
233000, 14636, 1, 0, 0
234000, 50547, 0, 0, 0
234000, 13142, 1, 0, 0
235000, 49422, 0, 0, 0
235000, 12812, 1, 0, 0
236000, 50011, 0, 0, 0
236000, 12945, 1, 0, 0
237000, 50649, 0, 0, 0
237000, 13683, 1, 0, 0
238000, 51609, 0, 0, 0
238000, 14532, 1, 0, 0
239000, 52933, 0, 0, 0
239000, 15306, 1, 0, 0
240000, 50735, 0, 0, 0
240000, 14109, 1, 0, 0
241000, 53014, 0, 0, 0
241000, 14803, 1, 0, 0
242000, 51893, 0, 0, 0
242000, 14812, 1, 0, 0
243000, 15253, 1, 0, 0
243000, 53718, 0, 0, 0
244000, 50383, 0, 0, 0
244000, 14042, 1, 0, 0
245000, 52608, 0, 0, 0
245000, 14642, 1, 0, 0
246000, 50704, 0, 0, 0
246000, 13842, 1, 0, 0
247000, 49859, 0, 0, 0
247000, 12160, 1, 0, 0
248000, 50611, 0, 0, 0
248000, 13316, 1, 0, 0
249000, 50543, 0, 0, 0
249000, 13382, 1, 0, 0
250000, 51835, 0, 0, 0
250000, 13884, 1, 0, 0
251000, 50413, 0, 0, 0
251000, 13599, 1, 0, 0
252000, 53028, 0, 0, 0
252000, 15022, 1, 0, 0
253000, 13863, 1, 0, 0
253000, 50633, 0, 0, 0
254000, 51874, 0, 0, 0
254000, 14218, 1, 0, 0
255000, 50751, 0, 0, 0
255000, 14255, 1, 0, 0
256000, 51766, 0, 0, 0
256000, 13864, 1, 0, 0
